fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol per liter,total acidity,acid ratio,normalized residual sugar,sweetness level,WQI
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,Low,9.48385,Medium,0.024444444444444446,2.404086947811279,Dry,45.484983498957185
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,Medium,10.271263000000001,Medium,0.041666666666666664,13.43749059877057,Sweet,14.213175225720795
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,Low,10.463775,Medium,0.02375,1.8062314986704129,Dry,14.151091825655344
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,Low,9.9502,Medium,0.00875,1.7085083716910212,Dry,18.59233651752593
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,Low,10.463775,Medium,0.02375,1.8062314986704129,Dry,14.151091825655344
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,Medium,11.04339,Medium,0.047142857142857146,2.211277515328174,Dry,11.064396367770751
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,Medium,10.847026000000001,Medium,0.00125,2.3112325903892916,Dry,10.481693920086819
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,Medium,10.847026000000001,Medium,0.00125,2.3112325903892916,Dry,10.481693920086819
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,Low,9.76374,Medium,0.0175,2.208170229850447,Dry,13.730251820026256
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,Low,9.763446,Medium,0.0,1.806739136980939,Dry,14.65953311995039
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,Low,9.459055,Medium,0.0,1.4060601191133786,Dry,13.609394999649792
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,Low,10.859452000000001,Medium,0.0075,1.907094391135022,Dry,11.34845709026887
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,Low,10.92938,Medium,0.002857142857142857,2.4155075585257353,Dry,11.993480906476702
7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,Low,9.153908,Medium,0.0275,1.8090634076724388,Dry,9.553479724280175
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,Medium,10.95963,Medium,0.035,4.817680888862124,Medium,31.417551755206382
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,Medium,11.247794,Medium,0.0,2.7125318973658303,Dry,13.937130533735486
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,Medium,11.247794,Medium,0.0,2.7125318973658303,Dry,13.937130533735486
8.6,0.635,0.68,1.8,0.403,19.0,56.0,0.99632,3.02,1.15,9.3,Low,9.265776,Medium,0.07555555555555556,1.8066484663561908,Dry,17.906690183977535
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,Low,11.136944,Medium,0.0,2.011323752727858,Dry,10.198096644054097
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,Low,9.773148,Medium,0.038,2.506868820568357,Dry,11.778158753775825
8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,Low,9.57888,Medium,0.0,2.2048506714772502,Dry,12.510314296927366
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,Medium,11.735808,Medium,0.035555555555555556,1.8098455598455598,Dry,12.217858501109752
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,Medium,10.255092000000001,Medium,0.00625,2.3100719135430476,Dry,14.006149580150876
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,Medium,10.255092000000001,Medium,0.00625,2.3100719135430476,Dry,14.006149580150876
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,Medium,11.3544,High,0.045454545454545456,2.3092369477911645,Dry,9.206944298079096
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,Medium,9.46846,Medium,0.04428571428571428,2.006662118232532,Dry,15.132011717717939
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,High,13.8712,Medium,0.005,1.8167137666532096,Dry,18.939968336856065
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,Medium,13.87176,Low,0.002,1.6147914900488474,Dry,15.488923030341528
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,Medium,11.62395,Medium,0.025,1.6104680422747861,Dry,16.01684719191368
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,Low,11.13112,Medium,0.0,1.9117573074407606,Dry,12.153232667465973
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,Low,9.252942000000001,Medium,0.025,2.0101714676261886,Dry,8.999427977910559
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,Medium,11.137279999999999,Medium,0.01625,2.111826226870475,Dry,13.12951700581345
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,Medium,9.47036,Medium,0.024444444444444446,2.307198459192681,Dry,33.60505079001225
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,Low,11.94792,Medium,0.044444444444444446,6.3274611815278305,Medium,18.867978899835794
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,Medium,9.664691999999999,Medium,0.0,1.9069412662090006,Dry,19.589521319175912
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,Medium,9.47036,Medium,0.024444444444444446,2.307198459192681,Dry,33.60505079001225
9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,Medium,11.4402,Medium,0.039,1.7088862082830718,Dry,17.048590214499608
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,Medium,10.35424,Medium,0.025,1.9083969465648853,Dry,12.463363455074878
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,Medium,10.35424,Medium,0.025,1.9083969465648853,Dry,12.463363455074878
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,Medium,10.858471,Medium,0.0,2.007649143235728,Dry,14.747130084032475
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,Medium,10.172868,Medium,0.031111111111111114,2.707201155072493,Dry,22.60592114449773
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,Low,10.842884,Medium,0.027142857142857142,2.3121154851421446,Dry,12.809457302816101
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,Low,10.47207,High,0.041666666666666664,1.8048007700483286,Dry,13.68796981293751
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,Medium,12.316672,Medium,0.06285714285714286,2.5169136597938144,Dry,11.853526892291645
8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,Low,12.90718,Medium,0.008888888888888889,2.618697500151079,Dry,13.968697497683037
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,Low,10.191227999999999,Medium,0.0375,4.503873331064716,Medium,30.162345868027575
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,Low,10.191227999999999,Medium,0.0375,4.503873331064716,Medium,30.162345868027575
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,Low,10.94731,Medium,0.0,1.9091448036092884,Dry,12.672641325024662
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,Medium,10.860542,Medium,0.011111111111111112,2.107629619221582,Dry,14.409830762687207
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,Medium,12.320888,Medium,0.021666666666666667,2.415410317827741,Dry,13.352198501501142
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,Low,9.668184,Medium,0.0,1.9062525082269843,Dry,12.683530012348266
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,Medium,10.860542,Medium,0.011111111111111112,2.107629619221582,Dry,14.409830762687207
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,Low,9.45801,Medium,0.0,4.31909037947729,Medium,10.369315623120134
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,Low,9.45801,Medium,0.0,4.31909037947729,Medium,10.369315623120134
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,Medium,12.018082999999999,Medium,0.0175,2.114313905137783,Dry,12.33646911956703
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,Medium,12.101301999999999,Medium,0.0,1.411418374650926,Dry,11.552831843020366
7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,Low,10.842884,Medium,0.0,2.111061964695002,Dry,11.716214875413375
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,Medium,12.4305,Medium,0.0,2.162020835847311,Dry,13.20692690516948
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,Medium,11.652966,Medium,0.00875,2.008072451254041,Dry,17.30829916527813
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,Medium,11.152512,Medium,0.035555555555555556,2.108941913714148,Dry,20.975797869066852
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,Low,11.144111999999998,Medium,0.055,1.8090270449543222,Dry,14.727873135310634
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,Low,9.1586,Medium,0.02625,2.310396785534907,Dry,18.69151454325102
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,Low,9.761976,Medium,0.0325,1.9074007147733203,Dry,20.978284391311398
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,Low,10.07879,Medium,0.032,2.5052610482012225,Dry,22.824788777832484
6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,Low,11.047164,Medium,0.012857142857142857,3.918652787267393,Dry,12.440672206789852
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,Low,10.07879,Medium,0.032,2.5052610482012225,Dry,22.824788777832484
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,Low,9.1632,Medium,0.0125,1.4056224899598393,Dry,14.52460971243907
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,Low,9.761976,Medium,0.0325,1.9074007147733203,Dry,20.978284391311398
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,Medium,12.70912,Medium,0.02142857142857143,3.0214523114110183,Dry,14.08007523362324
8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,Low,10.45086,Medium,0.02333333333333333,1.9089338102318851,Dry,17.12137386967613
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,Medium,10.055358,Medium,0.03,2.3102111332087825,Dry,19.133218801448994
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,Medium,10.055156,Medium,0.03,2.4107035236449836,Dry,17.250422345716466
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,Medium,9.762368,Medium,0.03375,2.00770960488275,Dry,29.396768379904742
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,Medium,12.40725,Medium,0.0,1.2089705615668258,Dry,18.285391350664355
9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,Medium,11.856922,Medium,0.046,2.20799293442261,Dry,22.557062466093157
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,Medium,9.762368,Medium,0.03375,2.00770960488275,Dry,29.396768379904742
9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,Medium,9.068332,Medium,0.068,1.705936659575322,Dry,20.88998634260585
9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,Low,10.079396,Medium,0.034,2.605314842278248,Dry,38.80192025953112
5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,Medium,12.40725,Medium,0.0,1.2089705615668258,Dry,18.54422710614525
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,Low,11.330688,Medium,0.04666666666666666,1.8110109465550548,Dry,12.166941350139101
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,Medium,10.94445,Medium,0.043333333333333335,1.8091361374943464,Dry,15.276766830870278
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,Medium,10.54488,Medium,0.03428571428571429,1.7088862082830718,Dry,12.42963266724643
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,Medium,10.54488,Medium,0.03428571428571429,1.7088862082830718,Dry,12.42963266724643
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,Medium,10.54488,Medium,0.03428571428571429,1.7088862082830718,Dry,12.42963266724643
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,Medium,10.54488,Medium,0.03428571428571429,1.7088862082830718,Dry,12.42963266724643
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,Low,9.25815,Medium,0.015714285714285715,1.808136614766449,Dry,17.64538663018812
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,Medium,9.762368,Medium,0.0325,2.1080950851268874,Dry,29.43751849830841
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,Medium,9.762368,Medium,0.0325,2.1080950851268874,Dry,29.43751849830841
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,Low,9.169456,Medium,0.02888888888888889,3.8126580246418107,Dry,13.287713434202335
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,Medium,9.659356999999998,Medium,0.011111111111111112,1.7071529709482733,Dry,23.193681036791027
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,Low,9.57696,Medium,0.022,2.2052927024859663,Dry,22.201823671497582
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,Low,9.960799999999999,Medium,0.0,2.007870853746687,Dry,16.722166148123836
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,Medium,12.522762,Medium,0.002857142857142857,2.4148027408011106,Dry,13.3858245495815
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,Low,9.447560000000001,Medium,0.0,1.4077708953422894,Dry,11.907178446115287
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,Low,9.447560000000001,Medium,0.0,1.4077708953422894,Dry,11.907178446115287
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,Low,9.447560000000001,Medium,0.0,1.4077708953422894,Dry,11.907178446115287
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,Medium,10.45149,Medium,0.0025,1.7078904538970041,Dry,14.652473691403856
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,Medium,10.45149,Medium,0.0025,1.7078904538970041,Dry,14.652473691403856
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,Medium,10.45149,Medium,0.0025,1.7078904538970041,Dry,14.652473691403856
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,Medium,10.357256000000001,Medium,0.0025,1.7070158350821876,Dry,11.827884503029049
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,Medium,10.45149,Medium,0.0025,1.7078904538970041,Dry,14.652473691403856
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,Low,10.98372,High,0.04,2.6038537034811524,Dry,14.27004388216395
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,Medium,10.160525999999999,Medium,0.026666666666666665,2.3089355806972987,Dry,16.39241794257033
6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,Low,11.339808000000001,Medium,0.0014285714285714286,2.1111468553964934,Dry,16.176337251782048
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,Low,9.460765,Medium,0.00375,1.8074648297468545,Dry,11.356055357423783
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,Low,9.460765,Medium,0.00375,1.8074648297468545,Dry,11.356055357423783
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,Low,10.747944,Medium,0.0,2.8135613657830745,Dry,12.586701244141048
9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,Low,9.965399999999999,Medium,0.028999999999999998,2.0069440263311056,Dry,13.706628924731183
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,Medium,11.721176,Medium,0.00125,2.3154673217090163,Dry,31.382289369680187
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,Low,10.268070000000002,Medium,0.00375,1.9059083157789145,Dry,23.03293390296827
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,Low,10.268070000000002,Medium,0.00375,1.9059083157789145,Dry,23.03293390296827
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,Low,9.9568,Medium,0.00375,2.3099791097541376,Dry,22.735599724463533
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,Low,10.045864,Medium,0.041666666666666664,1.809699991956889,Dry,35.250858985579065
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,Low,10.045864,Medium,0.041666666666666664,1.809699991956889,Dry,38.24102319705655
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,Medium,11.060928,Medium,0.03,2.5088310854206806,Dry,15.257860231488975
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,Low,9.474920000000001,Medium,0.02125,5.4142937354616185,Medium,12.052935687431678
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,Medium,10.003634666666633,High,0.03333333333333333,1.4041563026558612,Dry,25.28630236300212
9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,Low,10.867191,Medium,0.031,2.3069439011424384,Dry,19.53176070056544
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,Low,10.072124,Medium,0.015555555555555557,2.506919096706911,Dry,23.209854314106746
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,Medium,10.003634666666633,High,0.03333333333333333,1.4041563026558612,Dry,25.28630236300212
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,Low,9.765896,Medium,0.030000000000000002,2.006984305382732,Dry,31.130158560393852
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,Medium,11.741000000000001,Medium,0.0025,1.9095477386934672,Dry,18.339603059263723
7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,Low,9.47245,Medium,0.01125,2.2063985558118544,Dry,23.58637856498955
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,Low,9.758448000000001,Medium,0.01,1.7072386920543103,Dry,25.227289628758935
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,Medium,10.471124999999999,Medium,0.04285714285714286,2.2060666833792935,Dry,61.116308361559405
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,Medium,9.766288000000001,Medium,0.035555555555555556,2.107248936341013,Dry,25.60197177905151
6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,Low,10.337184,Medium,0.0,1.6097227252605741,Dry,12.945498085278226
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,Low,9.165315999999999,Medium,0.05666666666666667,1.7064332533651867,Dry,30.731706150346486
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,Medium,11.539216,Medium,0.07,3.116329566930717,Dry,16.59295852949338
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,Low,9.165315999999999,Medium,0.05666666666666667,1.7064332533651867,Dry,30.731706150346486
7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,Low,9.268752000000001,Medium,0.03375,3.812811045111575,Dry,15.596382724680137
6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,Low,9.748158,Medium,0.0,1.2063817595077961,Dry,12.816493168963737
7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,Low,9.859014,Medium,0.0325,2.008314421705862,Dry,41.1834892438716
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,Low,9.946,Medium,0.022222222222222223,1.407601045646491,Dry,24.580781236139234
5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,Medium,12.14266,Medium,0.043333333333333335,2.310861046920526,Dry,19.9613438113396
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,Medium,9.861291000000001,Medium,0.01875,2.0078506962222287,Dry,16.745872053872056
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,Medium,10.752156,Medium,0.0025,2.6115692517854097,Dry,18.52243866996131
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,Medium,10.752156,Medium,0.0025,2.6115692517854097,Dry,18.52243866996131
6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,Low,9.555264,Medium,0.01125,1.808427271083248,Dry,34.143502064564565
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,Low,9.861687,Medium,0.024444444444444446,2.1081585736801425,Dry,23.51382530410241
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,Low,9.861687,Medium,0.024444444444444446,2.1081585736801425,Dry,23.51382530410241
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,Low,9.461335,Medium,0.01875,1.8073559386703886,Dry,23.779737209288683
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,Low,9.169456,Medium,0.027777777777777776,3.4113256009953044,Dry,14.870560600320617
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,Low,9.56256,Medium,0.00875,1.8070474851922498,Dry,17.1359515328152
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,Low,9.56256,Medium,0.00875,1.8070474851922498,Dry,17.1359515328152
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,Low,10.270954,Medium,0.04428571428571428,6.1172506468240435,Medium,37.81126499220915
6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,Low,9.653827999999999,Medium,0.002857142857142857,2.210522085125196,Dry,18.173921116149764
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,Medium,12.4115,Medium,0.0,2.316400112798614,Dry,14.278897788050731
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,Low,10.95732,Medium,0.024444444444444446,2.409348271292615,Dry,35.522928263403266
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,Low,9.74316,Medium,0.0075,1.307583987125327,Dry,14.746395384064558
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,Low,10.160423999999999,Medium,0.027777777777777776,2.0077902260771796,Dry,18.044423893732336
6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,Low,9.169547999999999,Medium,0.02,3.9129518706919906,Dry,16.452552952462298
8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,Medium,9.5256475,Medium,0.011111111111111112,1.604090430598025,Dry,22.48636297515492
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,Low,9.5256475,Medium,0.011111111111111112,1.604090430598025,Dry,16.210658731796688
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,Low,9.858816,Medium,0.0325,2.0083547557840618,Dry,33.282850296456154
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,Medium,10.16532,Medium,0.015,2.207505518763797,Dry,13.694512311486525
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,Medium,11.05116,Medium,0.0,2.2097227802330255,Dry,14.722933856218527
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,Low,9.86238,Medium,0.02333333333333333,2.108010439670749,Dry,23.86042487889668
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,Low,9.86238,Medium,0.02333333333333333,2.108010439670749,Dry,23.86042487889668
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,Medium,11.85597,Medium,0.0525,2.007427481682224,Dry,22.628430468961774
7.2,0.33,0.33,1.7,0.061,3.0,13.0,0.996,3.23,1.1,10.0,High,9.96,Medium,0.04125,1.7068273092369477,Dry,24.370882233137653
8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,Medium,10.68395,Medium,0.04875,2.603905858788182,Dry,21.714206043178002
7.7,0.28,0.3,2.0,0.062,18.0,34.0,0.9952,3.28,0.9,11.3,Medium,11.24576,Medium,0.0375,2.009646302250804,Dry,11.984850500672245
